,age,job,marital,education,default,housing,loan,contact,month,day_of_week,campaign,previous,y
350,40-50,admin.,married,university.degree,unknown,no,no,telephone,may,fri,6,0,no
351,50+,technician,married,basic.9y,no,yes,no,cellular,nov,fri,1,0,no
352,40-50,admin.,married,university.degree,no,yes,no,telephone,may,mon,1,0,no
353,40-50,technician,married,professional.course,no,yes,no,telephone,may,tue,1,0,no
354,50+,unknown,married,basic.6y,no,no,no,telephone,may,fri,4,0,no
355,30-40,entrepreneur,married,university.degree,no,no,no,cellular,nov,thu,4,0,no
356,18-30,services,married,high.school,no,no,no,cellular,jul,thu,3,0,no
357,40-50,admin.,divorced,high.school,no,yes,no,cellular,may,tue,8,1,no
358,30-40,admin.,single,university.degree,no,no,no,cellular,may,wed,7,0,no
359,18-30,services,married,basic.9y,no,no,no,cellular,jul,tue,2,0,no
360,30-40,admin.,single,university.degree,no,yes,no,cellular,jul,thu,1,0,no
361,30-40,blue-collar,married,professional.course,unknown,yes,yes,telephone,jun,tue,3,0,no
362,40-50,unemployed,married,high.school,no,yes,no,cellular,jul,wed,1,0,no
363,40-50,services,single,basic.4y,unknown,yes,yes,cellular,may,thu,2,0,no
364,40-50,technician,married,professional.course,no,yes,no,cellular,aug,fri,8,0,yes
365,40-50,blue-collar,married,basic.4y,no,no,no,telephone,may,wed,2,0,no
366,18-30,admin.,married,high.school,no,yes,no,cellular,may,wed,3,0,no
367,50+,management,married,university.degree,unknown,yes,yes,cellular,aug,thu,1,0,no
368,18-30,management,single,university.degree,no,yes,no,cellular,jul,tue,2,0,no
370,40-50,admin.,divorced,university.degree,unknown,no,no,cellular,aug,tue,2,0,no
371,30-40,services,divorced,high.school,unknown,yes,no,cellular,may,thu,1,0,no
372,40-50,unemployed,married,basic.4y,no,yes,no,cellular,aug,wed,2,0,no
373,30-40,blue-collar,married,basic.9y,no,yes,no,cellular,jul,mon,3,0,no
374,40-50,management,divorced,basic.4y,no,no,no,telephone,may,fri,2,0,no
375,30-40,technician,single,professional.course,no,unknown,unknown,cellular,aug,mon,7,0,no
376,40-50,entrepreneur,married,professional.course,unknown,no,no,telephone,jun,mon,1,0,no
377,50+,blue-collar,married,basic.9y,unknown,yes,no,cellular,aug,tue,3,0,no
378,30-40,admin.,married,university.degree,no,no,no,cellular,may,thu,3,0,no
379,30-40,admin.,divorced,high.school,no,no,no,telephone,may,thu,10,0,no
380,40-50,blue-collar,married,basic.9y,unknown,yes,no,telephone,jun,mon,1,0,no
381,18-30,unemployed,married,high.school,no,no,no,cellular,may,mon,1,1,yes
382,30-40,admin.,single,high.school,no,yes,no,cellular,jul,tue,5,0,no
383,50+,services,divorced,unknown,no,no,no,cellular,may,fri,3,0,no
384,30-40,admin.,single,unknown,no,no,yes,telephone,may,fri,4,0,no
385,40-50,unemployed,married,basic.4y,no,no,no,cellular,may,wed,2,0,no
386,30-40,services,married,high.school,no,unknown,unknown,telephone,may,mon,2,0,no
387,18-30,technician,single,university.degree,no,no,no,cellular,may,mon,2,0,no
388,30-40,admin.,divorced,high.school,no,yes,yes,telephone,may,mon,2,1,no
389,40-50,admin.,married,high.school,no,no,no,cellular,may,wed,2,0,no
390,30-40,management,married,university.degree,no,yes,no,cellular,nov,thu,1,0,no
391,30-40,technician,single,university.degree,unknown,no,no,cellular,apr,mon,1,0,no
392,30-40,self-employed,married,basic.9y,no,yes,yes,cellular,jul,thu,1,0,no
393,30-40,technician,married,high.school,unknown,yes,no,cellular,aug,wed,2,0,no
394,40-50,admin.,married,basic.9y,no,no,no,cellular,aug,thu,1,0,no
395,18-30,admin.,single,university.degree,no,no,no,cellular,aug,mon,1,0,no
396,30-40,blue-collar,married,basic.9y,no,yes,no,cellular,jul,tue,1,0,no
397,30-40,admin.,single,high.school,no,no,yes,cellular,jul,tue,6,0,no
398,40-50,self-employed,divorced,university.degree,no,no,yes,cellular,may,fri,1,0,no
399,18-30,admin.,single,university.degree,no,no,no,cellular,nov,fri,2,1,no
400,50+,management,divorced,university.degree,no,no,no,cellular,may,wed,2,0,no
401,40-50,self-employed,single,basic.9y,no,no,no,telephone,may,mon,10,0,no
402,30-40,technician,single,university.degree,no,yes,no,cellular,aug,thu,5,0,no
403,30-40,admin.,single,university.degree,no,yes,no,cellular,jul,fri,1,0,no
404,40-50,technician,married,professional.course,no,no,yes,cellular,aug,thu,2,0,no
405,50+,retired,married,basic.4y,no,yes,no,cellular,apr,thu,1,1,no
406,40-50,blue-collar,married,basic.4y,unknown,yes,no,telephone,may,thu,1,0,no
407,30-40,technician,divorced,professional.course,no,yes,no,telephone,may,fri,1,0,no
408,40-50,technician,married,basic.6y,no,no,yes,telephone,may,tue,1,0,no
409,40-50,entrepreneur,married,basic.4y,unknown,no,no,cellular,jul,thu,2,0,no
410,50+,blue-collar,married,unknown,no,yes,no,cellular,aug,wed,3,0,no
411,30-40,blue-collar,married,unknown,unknown,no,yes,telephone,may,wed,1,0,no
412,50+,blue-collar,married,basic.4y,no,no,no,cellular,aug,tue,2,0,no
413,30-40,admin.,single,university.degree,unknown,no,no,telephone,may,wed,4,0,no
414,30-40,blue-collar,married,basic.6y,no,yes,no,cellular,nov,tue,2,0,no
415,40-50,admin.,married,high.school,no,no,no,cellular,aug,mon,1,0,no
416,40-50,blue-collar,married,basic.4y,no,no,yes,cellular,may,wed,1,1,no
417,18-30,technician,single,university.degree,no,no,no,cellular,aug,thu,7,0,no
418,40-50,technician,divorced,basic.4y,no,yes,no,telephone,may,tue,1,0,no
419,18-30,management,single,university.degree,no,yes,no,telephone,may,tue,2,0,no
420,40-50,blue-collar,married,high.school,no,yes,yes,cellular,nov,mon,2,3,yes
421,18-30,admin.,single,high.school,no,yes,no,telephone,may,fri,3,0,no
422,30-40,technician,married,professional.course,no,unknown,unknown,telephone,may,tue,2,0,no
423,18-30,student,single,high.school,no,no,no,cellular,jul,wed,1,1,no
424,40-50,management,married,university.degree,no,yes,no,cellular,nov,thu,6,0,no
425,50+,blue-collar,married,basic.6y,no,yes,yes,cellular,may,fri,1,2,yes
426,40-50,admin.,divorced,basic.9y,no,no,no,telephone,may,fri,4,0,no
427,40-50,technician,married,professional.course,unknown,yes,no,telephone,may,tue,9,0,no
428,50+,admin.,married,basic.4y,no,yes,no,cellular,apr,fri,1,1,no
429,50+,blue-collar,married,basic.4y,no,yes,no,cellular,aug,thu,2,0,no
430,30-40,blue-collar,divorced,basic.9y,no,yes,no,cellular,jul,wed,3,0,no
431,50+,blue-collar,married,basic.4y,unknown,yes,yes,cellular,may,wed,1,0,no
432,50+,entrepreneur,married,university.degree,no,no,no,telephone,jul,wed,1,0,no
434,18-30,admin.,single,university.degree,no,yes,no,cellular,aug,wed,1,0,no
435,40-50,admin.,single,university.degree,no,yes,no,cellular,jul,thu,1,0,no
436,30-40,management,married,university.degree,no,yes,no,cellular,nov,fri,1,1,no
437,40-50,self-employed,married,university.degree,no,no,no,cellular,jul,mon,2,0,no
438,40-50,blue-collar,married,unknown,no,yes,no,cellular,may,tue,7,0,no
439,18-30,student,single,high.school,unknown,no,no,cellular,jul,tue,1,0,no
440,40-50,management,married,university.degree,no,no,no,cellular,jul,mon,3,0,no
441,50+,unemployed,married,basic.4y,no,yes,no,telephone,sep,tue,1,0,no
443,40-50,blue-collar,married,basic.4y,no,no,yes,telephone,jun,tue,1,0,no
444,40-50,admin.,married,high.school,no,no,no,cellular,aug,fri,1,0,no
445,30-40,blue-collar,married,high.school,unknown,yes,no,telephone,may,mon,1,0,no
446,30-40,services,married,high.school,no,no,no,cellular,may,fri,2,0,no
447,30-40,admin.,single,professional.course,no,yes,no,telephone,may,mon,11,0,no
448,50+,housemaid,divorced,professional.course,no,yes,no,cellular,nov,mon,2,5,yes
449,40-50,technician,married,university.degree,no,yes,yes,cellular,may,fri,4,0,no
450,50+,retired,married,university.degree,no,yes,no,cellular,mar,fri,1,0,yes
451,30-40,management,single,basic.4y,no,no,no,telephone,may,mon,7,0,no
452,30-40,management,married,university.degree,no,yes,no,cellular,aug,wed,3,0,no
453,30-40,technician,married,professional.course,no,yes,no,telephone,may,wed,4,0,no
454,30-40,technician,married,professional.course,no,yes,no,cellular,nov,thu,1,1,no
455,18-30,blue-collar,single,basic.9y,no,yes,yes,cellular,jul,thu,2,0,no
456,50+,entrepreneur,married,unknown,no,no,no,cellular,aug,thu,2,0,no
457,40-50,management,married,university.degree,no,yes,no,cellular,jul,thu,1,0,no
458,30-40,technician,married,university.degree,no,no,no,telephone,nov,wed,2,0,no
459,30-40,admin.,married,university.degree,no,yes,no,cellular,aug,thu,7,0,no
460,40-50,self-employed,married,university.degree,unknown,yes,no,telephone,may,thu,2,0,no
461,40-50,services,married,university.degree,no,yes,no,cellular,apr,mon,1,0,no
462,30-40,management,married,university.degree,no,no,yes,cellular,aug,tue,3,0,no
463,18-30,technician,married,university.degree,no,no,no,cellular,jun,fri,1,1,no
464,40-50,blue-collar,married,basic.4y,unknown,no,no,telephone,jun,wed,1,0,no
465,30-40,housemaid,married,basic.4y,no,unknown,unknown,cellular,aug,tue,14,0,no
466,40-50,management,divorced,basic.6y,no,no,no,cellular,nov,thu,1,0,no
467,50+,unknown,married,university.degree,no,no,yes,telephone,may,thu,1,0,no
468,30-40,services,single,high.school,no,unknown,unknown,cellular,may,wed,1,1,no
469,40-50,self-employed,single,professional.course,no,yes,no,cellular,may,mon,5,1,yes
470,18-30,services,married,high.school,no,yes,no,cellular,jul,fri,1,0,no
471,18-30,blue-collar,married,basic.9y,no,no,no,cellular,jul,wed,1,0,yes
472,18-30,admin.,married,university.degree,no,yes,no,telephone,jun,fri,1,0,no
473,30-40,technician,divorced,university.degree,no,yes,no,cellular,aug,thu,1,0,no
474,40-50,blue-collar,married,basic.4y,no,unknown,unknown,telephone,jun,thu,3,0,no
475,18-30,technician,single,university.degree,no,no,no,cellular,jul,wed,1,0,no
476,40-50,admin.,married,university.degree,no,no,no,telephone,may,thu,1,0,no
477,18-30,student,single,unknown,no,no,no,cellular,sep,thu,1,1,yes
478,18-30,admin.,married,high.school,no,no,yes,telephone,may,tue,4,0,no
479,18-30,technician,married,professional.course,no,no,no,telephone,may,fri,3,0,yes
480,50+,unknown,married,unknown,unknown,no,no,cellular,aug,mon,4,0,no
481,30-40,self-employed,married,basic.9y,unknown,no,no,cellular,aug,thu,1,0,no
482,40-50,blue-collar,single,basic.9y,no,no,no,telephone,jun,mon,1,0,no
483,30-40,technician,single,university.degree,no,no,no,telephone,oct,thu,1,0,yes
484,50+,admin.,married,unknown,unknown,no,no,telephone,jun,fri,16,0,no
485,50+,blue-collar,married,basic.4y,unknown,yes,no,telephone,jun,tue,2,0,no
486,40-50,entrepreneur,married,basic.4y,no,yes,no,cellular,may,tue,2,0,yes
487,18-30,blue-collar,single,basic.9y,no,yes,no,cellular,jul,fri,2,0,no
488,30-40,admin.,married,university.degree,no,yes,no,cellular,aug,tue,1,0,no
489,30-40,services,married,basic.4y,no,no,no,telephone,may,thu,2,0,no
490,40-50,blue-collar,married,basic.4y,unknown,no,no,cellular,may,tue,1,1,no
491,40-50,management,divorced,university.degree,no,yes,no,cellular,apr,fri,1,0,no
492,50+,entrepreneur,married,basic.9y,unknown,yes,no,telephone,jun,mon,2,0,no
493,50+,blue-collar,married,high.school,no,yes,no,cellular,may,wed,1,1,yes
494,30-40,management,married,university.degree,no,yes,no,cellular,may,fri,1,0,yes
495,30-40,technician,married,professional.course,no,no,no,cellular,may,fri,2,1,no
496,18-30,blue-collar,single,high.school,no,no,no,cellular,jul,wed,1,0,no
497,18-30,admin.,single,university.degree,no,no,no,telephone,may,wed,1,0,no
498,18-30,blue-collar,married,basic.6y,no,no,no,telephone,may,wed,1,0,no
499,18-30,unknown,single,university.degree,no,yes,yes,cellular,jun,tue,1,2,no
500,30-40,admin.,married,basic.6y,no,yes,yes,cellular,nov,wed,2,0,no
501,50+,unknown,married,unknown,unknown,no,no,telephone,jun,thu,1,0,yes
502,30-40,management,divorced,university.degree,no,no,no,cellular,may,tue,3,0,no
503,18-30,self-employed,single,university.degree,no,yes,yes,telephone,jun,wed,1,0,no
504,30-40,housemaid,married,basic.4y,unknown,yes,no,cellular,aug,thu,6,0,no
505,18-30,blue-collar,married,professional.course,no,no,no,telephone,may,wed,8,0,no
506,40-50,technician,single,university.degree,no,yes,yes,cellular,aug,wed,8,0,no
507,50+,management,married,unknown,unknown,no,no,cellular,jul,mon,1,0,no
508,18-30,technician,single,university.degree,no,no,yes,cellular,aug,fri,2,0,no
509,30-40,management,married,university.degree,no,yes,no,cellular,may,wed,3,0,no
510,40-50,blue-collar,married,basic.6y,no,no,no,cellular,aug,thu,2,0,no
511,18-30,admin.,single,university.degree,no,yes,no,cellular,may,mon,2,1,no
512,40-50,blue-collar,married,high.school,no,yes,no,cellular,may,fri,1,0,no
513,50+,blue-collar,married,basic.9y,unknown,no,no,telephone,jun,fri,2,0,no
514,50+,blue-collar,single,basic.9y,no,yes,no,cellular,may,wed,2,0,no
515,50+,blue-collar,divorced,basic.4y,no,yes,no,cellular,apr,thu,1,1,no
516,30-40,admin.,married,professional.course,no,yes,no,cellular,jul,wed,3,0,no
517,50+,management,married,university.degree,no,yes,no,cellular,may,mon,2,4,no
518,30-40,self-employed,married,university.degree,no,yes,no,cellular,aug,fri,1,0,no
519,30-40,technician,married,professional.course,no,yes,no,cellular,aug,fri,1,0,no
520,50+,retired,married,unknown,no,yes,no,cellular,aug,mon,2,0,yes
521,30-40,admin.,married,university.degree,no,yes,no,cellular,may,fri,3,0,no
522,18-30,services,divorced,basic.9y,no,no,no,telephone,may,thu,1,0,no
523,50+,admin.,single,university.degree,no,yes,yes,cellular,jun,fri,2,0,no
524,18-30,blue-collar,married,basic.9y,no,yes,no,cellular,jul,mon,2,0,no
525,30-40,admin.,married,university.degree,no,yes,no,cellular,aug,thu,3,0,no
526,30-40,entrepreneur,married,university.degree,unknown,no,no,telephone,may,tue,11,0,no
527,40-50,blue-collar,married,basic.9y,no,no,no,telephone,may,tue,1,0,no
528,40-50,unknown,married,high.school,unknown,yes,yes,telephone,may,mon,2,0,no
529,50+,entrepreneur,married,basic.4y,no,unknown,unknown,telephone,may,thu,3,0,no
530,18-30,blue-collar,married,basic.6y,unknown,no,no,telephone,jun,tue,7,0,no
531,30-40,technician,married,professional.course,no,yes,no,cellular,jul,wed,5,0,no
532,50+,unemployed,divorced,basic.9y,no,yes,no,cellular,oct,wed,2,0,no
533,30-40,blue-collar,married,professional.course,no,yes,yes,telephone,may,wed,2,0,no
534,30-40,blue-collar,married,basic.9y,no,yes,no,cellular,jul,tue,4,0,no
535,40-50,blue-collar,single,basic.6y,unknown,no,yes,cellular,may,thu,2,1,no
536,30-40,admin.,married,university.degree,no,yes,no,cellular,jun,tue,1,0,yes
537,50+,retired,married,university.degree,no,no,no,telephone,oct,mon,1,0,no
538,30-40,management,married,high.school,no,yes,no,cellular,aug,wed,1,0,no
539,40-50,services,married,high.school,no,no,no,cellular,jul,mon,3,0,no
540,40-50,entrepreneur,divorced,professional.course,no,yes,no,cellular,jul,thu,1,0,no
541,18-30,technician,single,university.degree,unknown,yes,no,cellular,aug,thu,2,0,no
542,40-50,admin.,married,university.degree,no,yes,no,cellular,may,tue,1,0,no
543,40-50,blue-collar,married,high.school,no,unknown,unknown,cellular,aug,tue,10,0,no
544,40-50,blue-collar,married,basic.4y,unknown,yes,no,telephone,may,fri,1,0,no
545,18-30,technician,single,professional.course,no,yes,no,cellular,may,mon,1,0,no
546,50+,blue-collar,divorced,basic.4y,no,yes,no,cellular,may,tue,4,0,no
547,50+,blue-collar,married,basic.4y,no,no,no,telephone,may,fri,2,0,no
548,18-30,admin.,single,high.school,no,no,no,telephone,apr,thu,3,0,no
549,40-50,self-employed,married,basic.9y,no,yes,no,telephone,jun,tue,1,0,no
550,30-40,unemployed,married,basic.9y,no,no,no,cellular,may,mon,2,0,no
551,18-30,student,single,high.school,no,yes,no,cellular,oct,mon,2,1,yes
552,18-30,technician,single,professional.course,no,no,no,cellular,jul,tue,2,0,no
553,18-30,student,single,high.school,no,yes,no,cellular,may,mon,2,0,no
554,30-40,technician,married,university.degree,no,yes,no,cellular,may,mon,3,0,no
555,18-30,technician,single,university.degree,no,no,no,cellular,jul,wed,4,0,no
556,30-40,unemployed,married,basic.4y,unknown,no,no,cellular,jul,tue,1,0,yes
557,30-40,admin.,married,high.school,no,no,no,telephone,may,thu,3,0,no
558,18-30,technician,single,university.degree,no,no,no,cellular,jul,thu,3,0,no
559,30-40,management,married,university.degree,no,yes,no,cellular,aug,wed,2,0,no
560,40-50,admin.,married,university.degree,no,yes,no,cellular,aug,wed,1,0,no
561,30-40,unemployed,married,university.degree,no,yes,no,telephone,may,thu,2,0,no
562,30-40,technician,divorced,professional.course,unknown,no,no,telephone,jun,mon,4,0,no
563,40-50,retired,married,basic.4y,unknown,unknown,unknown,telephone,may,wed,2,0,no
564,30-40,technician,married,professional.course,no,no,no,cellular,apr,thu,1,0,yes
565,30-40,blue-collar,married,professional.course,no,yes,no,cellular,nov,tue,3,0,no
566,40-50,technician,divorced,professional.course,unknown,no,yes,telephone,may,fri,3,0,no
567,50+,blue-collar,married,high.school,no,no,no,cellular,nov,fri,4,0,no
568,30-40,blue-collar,single,basic.6y,no,yes,yes,cellular,jul,wed,1,0,no
569,30-40,admin.,single,university.degree,no,yes,yes,cellular,aug,tue,6,0,no
570,30-40,management,married,university.degree,no,yes,no,cellular,jul,fri,1,1,yes
571,30-40,blue-collar,married,basic.9y,no,no,yes,telephone,jul,mon,1,0,no
572,30-40,housemaid,married,basic.4y,no,no,no,cellular,aug,mon,2,0,no
573,40-50,services,married,high.school,no,no,no,cellular,nov,thu,1,0,no
574,40-50,blue-collar,married,basic.6y,no,yes,yes,cellular,jul,mon,3,0,no
575,30-40,admin.,married,university.degree,no,yes,yes,cellular,aug,wed,1,0,no
576,40-50,admin.,single,university.degree,no,no,no,cellular,aug,mon,3,0,no
577,30-40,admin.,married,university.degree,no,yes,no,cellular,nov,fri,1,0,no
578,40-50,blue-collar,divorced,basic.9y,no,unknown,unknown,telephone,may,mon,1,0,no
579,30-40,blue-collar,single,basic.9y,no,no,no,telephone,apr,thu,2,0,no
580,40-50,admin.,divorced,basic.6y,no,no,no,telephone,jul,mon,1,0,no
581,30-40,technician,married,basic.9y,no,no,yes,cellular,jul,thu,5,0,yes
582,30-40,technician,single,professional.course,no,no,no,cellular,jun,fri,2,0,yes
583,40-50,services,married,basic.9y,no,no,yes,cellular,may,wed,2,0,no
584,30-40,admin.,divorced,high.school,no,no,no,cellular,nov,mon,3,0,no
585,18-30,technician,married,high.school,no,yes,no,telephone,may,thu,6,0,no
586,30-40,technician,single,university.degree,no,yes,no,telephone,may,wed,1,0,no
587,40-50,management,married,basic.4y,unknown,no,no,telephone,may,fri,1,0,no
588,30-40,management,single,high.school,no,yes,yes,cellular,may,fri,2,0,no
589,50+,management,married,unknown,no,yes,no,cellular,aug,fri,1,6,yes
590,30-40,technician,married,professional.course,no,unknown,unknown,telephone,may,wed,2,0,no
591,30-40,admin.,single,high.school,no,yes,no,telephone,jul,tue,4,0,no
592,30-40,admin.,single,university.degree,no,no,no,telephone,may,mon,1,0,no
593,40-50,technician,divorced,high.school,no,yes,no,cellular,jul,thu,1,0,no
